year_built,area,url,price,bedrooms,postal_code,rooms,address,property_type
1800,100,http://www.funda.nl/koop/amsterdam/appartement-49803946-leidsegracht-82-m/,470.0,1,1016 CR,2,Leidsegracht 82 -M.,apartment
1964,85,http://www.funda.nl/koop/amsterdam/appartement-85266091-assumburg-118/,289.0,2,1081 GC,3,Assumburg 118,apartment
1999,96,http://www.funda.nl/koop/amsterdam/appartement-49801249-reguliersdwarsstraat-46-d-pp/,675.0,2,1017 BM,3,Reguliersdwarsstraat 46 -D+PP*,apartment
1967,58,http://www.funda.nl/koop/amsterdam/appartement-85268406-statenjachtstraat-464/,152.5,1,1034 EV,3,Statenjachtstraat 464,apartment
1906,71,http://www.funda.nl/koop/amsterdam/appartement-49807395-sint-jacobsstraat-12-i/,400.0,1,1012 NC,2,Sint Jacobsstraat 12 I,apartment
1876,55,http://www.funda.nl/koop/amsterdam/appartement-49815214-tuinstraat-164-hs-i/,375.0,1,1015 PH,2,Tuinstraat 164 hs/I,apartment
1916,149,http://www.funda.nl/koop/amsterdam/appartement-49819315-de-lairessestraat-46-3-4/,980.0,2,1071 PB,4,De Lairessestraat 46 -3+4,apartment
1906,36,http://www.funda.nl/koop/amsterdam/appartement-49811389-spuistraat-3-f5/,224.5,1,1012 SP,2,Spuistraat 3 F5,apartment
2016,132,http://www.funda.nl/koop/amsterdam/appartement-49825294-klaprozenweg/,550.0,3,1032 KK,5,Klaprozenweg,apartment
1998,108,http://www.funda.nl/koop/amsterdam/appartement-49895973-johan-jongkindstraat-240/,265.0,2,1062 DK,4,Johan Jongkindstraat 240,apartment
1931,84,http://www.funda.nl/koop/amsterdam/appartement-49897626-waalstraat-29-i/,450.0,2,1078 BR,4,Waalstraat 29 I,apartment
1906,134,http://www.funda.nl/koop/amsterdam/appartement-49897170-jacob-van-lennepkade-295-iii-iv/,750.0,3,1054 ZW,4,Jacob van Lennepkade 295 -III/IV,apartment
1985,45,http://www.funda.nl/koop/amsterdam/appartement-47175503-kloekhorststraat-319/,107.5,1,1104 MR,2,Kloekhorststraat 319,apartment
1937,105,http://www.funda.nl/koop/amsterdam/appartement-85258001-brouwersgracht-155-h/,525.0,1,1015 GG,2,Brouwersgracht 155 H,apartment
1989,39,http://www.funda.nl/koop/amsterdam/appartement-85271471-mauritskade-18-l/,210.0,1,1091 GC,2,Mauritskade 18 L,apartment
1906,52,http://www.funda.nl/koop/amsterdam/appartement-49894518-van-woustraat-56-ii/,269.0,1,1073 LN,3,Van Woustraat 56 II,apartment
2006,70,http://www.funda.nl/koop/amsterdam/appartement-49809544-jan-van-zutphenstraat-541/,209.0,2,1069 RS,3,Jan van Zutphenstraat 541,apartment
1962,86,http://www.funda.nl/koop/amsterdam/appartement-49802993-jephtastraat-55-5/,185.0,2,1055 JS,3,Jephtastraat 55 -5,apartment
1955,70,http://www.funda.nl/koop/amsterdam/appartement-49809228-theodorus-majofskistraat-31-2/,175.0,3,1065 SR,4,Theodorus Majofskistraat 31 -2,apartment
1900,29,http://www.funda.nl/koop/amsterdam/appartement-49803275-raadhuisstraat-19-2/,250.0,1,1016 DB,2,Raadhuisstraat 19 2,apartment
1925,32,http://www.funda.nl/koop/amsterdam/appartement-49771125-waterpoortsteeg-3/,219.0,1,1012 BJ,2,Waterpoortsteeg 3,apartment
1882,115,http://www.funda.nl/koop/amsterdam/huis-49632934-kerkstraat-65/,675.0,2,1017 GC,4,Kerkstraat 65,house
1923,100,http://www.funda.nl/koop/amsterdam/huis-49728580-cas-oorthuyskade-19/,397.5,2,1087 DP,3,Cas Oorthuyskade 19,house
2002,145,http://www.funda.nl/koop/amsterdam/huis-85102815-chico-mendesstraat-16/,375.0,1,1102 JE,5,Chico Mendesstraat 16,house
2010,95,http://www.funda.nl/koop/amsterdam/huis-49469752-kerdijkhof-5/,249.0,3,1067 MN,4,Kerdijkhof 5,house
1906,184,http://www.funda.nl/koop/amsterdam/huis-49862064-vijzelgracht-26/,900.0,2,1017 HS,4,Vijzelgracht 26,house
1906,264,http://www.funda.nl/koop/amsterdam/huis-49862953-vijzelgracht-24/,875.0,3,1017 HS,6,Vijzelgracht 24,house
1960,110,http://www.funda.nl/koop/amsterdam/huis-85253069-keverberg-35/,448.0,3,1082 BD,4,Keverberg 35,house
1991,92,http://www.funda.nl/koop/amsterdam/huis-49766532-zonhovenstraat-41/,325.0,3,1066 MA,4,Zonhovenstraat 41,house
1988,120,http://www.funda.nl/koop/amsterdam/huis-49883571-letelierstraat-5/,310.0,4,1069 NS,5,Letelierstraat 5,house
2000,116,http://www.funda.nl/koop/amsterdam/huis-49867151-panamakade-208/,569.0,3,1019 TT,5,Panamakade 208,house
1998,148,http://www.funda.nl/koop/amsterdam/huis-49780514-borneokade-321/,700.0,3,1019 XH,7,Borneokade 321,house
1991,123,http://www.funda.nl/koop/amsterdam/huis-49797453-zonhovenstraat-21/,350.0,3,1066 MA,4,Zonhovenstraat 21,house
1896,270,http://www.funda.nl/koop/amsterdam/huis-49729785-silodam-254-2x-pp/,1.75,4,1013 AS,8,Silodam 254 + 2x PP,house
1985,54,http://www.funda.nl/koop/amsterdam/appartement-47697333-barbusselaan-112/,117.5,1,1102 TX,2,Barbusselaan 112,apartment
1985,47,http://www.funda.nl/koop/amsterdam/appartement-47918946-dalsteindreef-126/,100.0,1,1102 WX,1,Dalsteindreef 126,apartment
2003,90,http://www.funda.nl/koop/amsterdam/appartement-47900332-albardagracht-100-beg/,214.9,2,1067 DZ,3,Albardagracht 100 beg.,apartment
1983,62,http://www.funda.nl/koop/amsterdam/appartement-85822042-wamelstraat-64/,149.0,1,1106 DM,2,Wamelstraat 64,apartment
1925,50,http://www.funda.nl/koop/amsterdam/appartement-48382311-bilderdijkstraat-174-2/,270.0,2,1053 LD,3,Bilderdijkstraat 174 2,apartment
1999,96,http://www.funda.nl/koop/amsterdam/appartement-47023757-jan-de-jonghkade-31/,289.0,2,1063 MH,4,Jan de Jonghkade 31,apartment
1974,55,http://www.funda.nl/koop/amsterdam/appartement-85869792-gouden-leeuw-306/,115.0,1,1103 KG,2,Gouden Leeuw 306,apartment
1999,96,http://www.funda.nl/koop/amsterdam/appartement-49553924-pieter-calandlaan-712/,225.0,3,1060 TX,4,Pieter Calandlaan 712,apartment
1998,100,http://www.funda.nl/koop/amsterdam/appartement-85929434-ladogameerhof-311/,275.0,3,1060 RG,4,Ladogameerhof 311,apartment
1985,70,http://www.funda.nl/koop/amsterdam/appartement-85917498-alfred-doblinstraat-126/,151.0,2,1102 VN,3,Alfred Döblinstraat 126,apartment
1906,66,http://www.funda.nl/koop/amsterdam/appartement-49577417-nassaukade-100-3/,375.0,1,1052 CX,2,Nassaukade 100 -3,apartment
1910,66,http://www.funda.nl/koop/amsterdam/appartement-49564057-valeriusstraat-211-ii/,425.0,1,1075 EX,2,Valeriusstraat 211 - II,apartment
1983,63,http://www.funda.nl/koop/amsterdam/appartement-85921405-wamelstraat-97/,147.0,2,1106 DM,3,Wamelstraat 97,apartment
2004,107,http://www.funda.nl/koop/amsterdam/appartement-49592670-ijburglaan-1457/,275.0,3,1087 KH,4,IJburglaan 1457,apartment
1936,54,http://www.funda.nl/koop/amsterdam/appartement-49593220-doggersbankstraat-17-iii/,225.0,2,1055 NW,3,Doggersbankstraat 17 III,apartment
1800,99,http://www.funda.nl/koop/amsterdam/appartement-85983144-kuiperssteeg-12/,487.5,2,1012 HR,3,Kuiperssteeg 12,apartment
2004,118,http://www.funda.nl/koop/amsterdam/appartement-49530103-arent-janszoon-ernststraat/,675.0,4,1082 LT,5,Arent Janszoon Ernststraat,apartment
1986,80,http://www.funda.nl/koop/amsterdam/appartement-47175693-schaarsbergenstraat-110/,164.5,2,1107 JX,3,Schaarsbergenstraat 110,apartment
1985,67,http://www.funda.nl/koop/amsterdam/appartement-47198784-tielstraat-29/,149.5,2,1107 PZ,3,Tielstraat 29,apartment
1963,82,http://www.funda.nl/koop/amsterdam/appartement-47321437-nicolaas-anslijnstraat-121/,169.5,2,1068 WT,3,Nicolaas Anslijnstraat 121,apartment
1969,81,http://www.funda.nl/koop/amsterdam/appartement-48520436-tjasker-30/,164.0,2,1035 CR,3,Tjasker 30,apartment
2002,170,http://www.funda.nl/koop/amsterdam/appartement-48500637-amstel-143/,819.5,4,1018 EP,5,Amstel 143,apartment
2005,105,http://www.funda.nl/koop/amsterdam/appartement-48425332-sam-van-houtenstraat-199-b/,275.0,4,1067 JG,5,Sam van Houtenstraat 199 B,apartment
1977,80,http://www.funda.nl/koop/amsterdam/appartement-48696344-leusdenhof-69/,159.5,3,1108 CW,4,Leusdenhof 69,apartment
1999,85,http://www.funda.nl/koop/amsterdam/appartement-48681038-emmeline-pankhurststraat-21/,167.0,2,1103 MN,3,Emmeline Pankhurststraat 21,apartment
1999,72,http://www.funda.nl/koop/amsterdam/appartement-84555206-ladogameerhof-102/,194.0,2,1060 PJ,3,Ladogameerhof 102,apartment
1895,107,http://www.funda.nl/koop/amsterdam/appartement-48105999-swammerdamstraat-28-ii/,500.0,2,1091 RV,3,Swammerdamstraat 28 II,apartment
1976,68,http://www.funda.nl/koop/amsterdam/appartement-48354274-leksmondhof-177/,149.5,2,1108 EV,3,Leksmondhof 177,apartment
1976,70,http://www.funda.nl/koop/amsterdam/appartement-48386251-opijnenhof-49/,144.0,2,1106 XR,3,Opijnenhof 49,apartment
1921,53,http://www.funda.nl/koop/amsterdam/appartement-49684184-bernard-kochstraat-7-1/,265.0,1,1075 LJ,2,Bernard Kochstraat 7 1,apartment
1989,55,http://www.funda.nl/koop/amsterdam/appartement-84731188-j-kruiswijkhof-6/,149.9,1,1109 AD,2,J. Kruiswijkhof 6,apartment
1963,100,http://www.funda.nl/koop/amsterdam/appartement-49691047-vrijzicht-134/,214.5,2,1068 CH,3,Vrijzicht 134,apartment
2009,145,http://www.funda.nl/koop/amsterdam/appartement-85066310-westerdoksdijk-645/,1.2,3,1013 BX,4,Westerdoksdijk 645,apartment
2005,106,http://www.funda.nl/koop/amsterdam/appartement-49626791-oeverpad-557-pp/,269.0,2,1068 PM,3,Oeverpad 557 + PP,apartment
1989,70,http://www.funda.nl/koop/amsterdam/appartement-85087820-circusplein-14/,199.5,2,1033 ZG,3,Circusplein 14,apartment
1906,97,http://www.funda.nl/koop/amsterdam/appartement-49756212-watersteeg-2-a/,519.0,3,1012 NV,4,Watersteeg 2 A,apartment
1983,86,http://www.funda.nl/koop/amsterdam/appartement-85120183-veenendaalplein-149/,159.0,3,1106 CS,4,Veenendaalplein 149,apartment
1906,90,http://www.funda.nl/koop/amsterdam/appartement-49642031-oudeschans-22/,599.0,2,1011 LA,3,Oudeschans 22,apartment
2004,132,http://www.funda.nl/koop/amsterdam/appartement-49750414-arent-janszoon-ernststraat-218/,495.0,2,1082 LT,3,Arent Janszoon Ernststraat 218,apartment
1966,55,http://www.funda.nl/koop/amsterdam/appartement-85122611-wieringerwaardstraat-226/,155.0,1,1024 HM,2,Wieringerwaardstraat 226,apartment
1915,51,http://www.funda.nl/koop/amsterdam/appartement-85226726-kostverlorenstraat-11-1/,230.0,1,1052 GS,2,Kostverlorenstraat 11 1,apartment
1906,126,http://www.funda.nl/koop/amsterdam/appartement-49740914-eerste-weteringdwarsstraat-62-bov/,650.0,3,1017 TP,5,Eerste Weteringdwarsstraat 62 bov,apartment
1899,142,http://www.funda.nl/koop/amsterdam/appartement-49743547-singel-98-b/,925.0,2,1015 AD,3,Singel 98 b,apartment
1981,85,http://www.funda.nl/koop/amsterdam/appartement-85108492-soesterberghof-101/,173.0,3,1107 GS,4,Soesterberghof 101,apartment
1906,64,http://www.funda.nl/koop/amsterdam/appartement-49744404-jacob-van-lennepkade-26-bel/,349.0,1,1053 MK,2,Jacob van Lennepkade 26 bel,apartment
1906,203,http://www.funda.nl/koop/amsterdam/appartement-49863311-oude-braak-19-b/,1.2,3,1012 PS,4,Oude Braak 19 B,apartment
1906,50,http://www.funda.nl/koop/amsterdam/appartement-85231303-sluisstraat-44-1/,265.0,1,1075 TH,3,Sluisstraat 44 1,apartment
1906,211,http://www.funda.nl/koop/amsterdam/appartement-49864009-oude-braak-19-c/,1.2,3,1012 PS,4,Oude Braak 19 C,apartment
2010,104,http://www.funda.nl/koop/amsterdam/appartement-85126750-ottho-heldringstraat-200-b/,269.0,2,1066 AZ,3,Ottho Heldringstraat 200 B,apartment
1895,90,http://www.funda.nl/koop/amsterdam/appartement-85230293-trompenburgstraat-23-hs/,538.0,3,1079 TM,4,Trompenburgstraat 23 HS,apartment
1970,124,http://www.funda.nl/koop/amsterdam/appartement-49876531-nachtwachtlaan-103/,325.0,4,1058 EC,5,Nachtwachtlaan 103,apartment
2008,74,http://www.funda.nl/koop/amsterdam/appartement-49770564-confuciusplein-49/,195.0,1,1064 LG,2,Confuciusplein 49,apartment
1906,203,http://www.funda.nl/koop/amsterdam/appartement-49864430-oude-braak-19-b/,1.2,3,1012 PS,4,Oude Braak 19 B,apartment
1984,84,http://www.funda.nl/koop/amsterdam/appartement-49705477-remmerdenplein-34/,164.5,2,1106 AE,3,Remmerdenplein 34,apartment
1906,120,http://www.funda.nl/koop/amsterdam/appartement-85185520-overtoom-506/,668.9,3,1054 KK,4,Overtoom 506,apartment
1906,75,http://www.funda.nl/koop/amsterdam/appartement-49707045-herengracht-259-e/,440.0,3,1016 BJ,4,Herengracht 259 -e,apartment
1906,190,http://www.funda.nl/koop/amsterdam/appartement-49774551-vossiusstraat-67/,2.15,2,1071 AK,5,Vossiusstraat 67,apartment
1906,190,http://www.funda.nl/koop/amsterdam/appartement-49710882-vossiusstraat-67-pp/,2.25,2,1071 AK,5,Vossiusstraat 67 + PP,apartment
1968,111,http://www.funda.nl/koop/amsterdam/appartement-49728414-mensinge-58/,330.0,2,1083 HE,4,Mensinge 58,apartment
1695,117,http://www.funda.nl/koop/amsterdam/appartement-49709127-keizersgracht-568-d/,695.0,3,1017 EM,4,Keizersgracht 568 D,apartment
1911,108,http://www.funda.nl/koop/amsterdam/appartement-49734623-frans-van-mierisstraat-28-hs/,650.0,2,1071 RT,3,Frans van Mierisstraat 28 hs,apartment
2009,85,http://www.funda.nl/koop/amsterdam/appartement-85109619-ben-van-meerendonkstraat-295/,310.0,2,1087 LN,3,Ben van Meerendonkstraat 295,apartment
1900,56,http://www.funda.nl/koop/amsterdam/appartement-85197576-van-hogendorpstraat-141-iii/,237.5,1,1051 BM,2,Van Hogendorpstraat 141 III,apartment
1930,133,http://www.funda.nl/koop/amsterdam/appartement-49732925-gerrit-van-der-veenstraat-86-ii/,799.0,3,1077 EL,4,Gerrit van der Veenstraat 86 II,apartment
1921,63,http://www.funda.nl/koop/amsterdam/appartement-49887694-ganzenweg-16/,200.0,1,1021 CP,2,Ganzenweg 16,apartment
1906,145,http://www.funda.nl/koop/amsterdam/appartement-49888384-grensstraat-25-i/,625.0,2,1091 SW,6,Grensstraat 25 -I,apartment
1957,103,http://www.funda.nl/koop/amsterdam/appartement-49897061-stadionweg-95-2/,585.0,2,1077 SG,4,Stadionweg 95 2,apartment
1925,62,http://www.funda.nl/koop/amsterdam/appartement-49889558-aurikelstraat-84/,200.0,2,1032 AX,3,Aurikelstraat 84,apartment
1928,72,http://www.funda.nl/koop/amsterdam/appartement-49897514-stolwijkstraat-35-huis/,389.0,2,1059 XT,3,Stolwijkstraat 35 HUIS,apartment
2004,140,http://www.funda.nl/koop/amsterdam/appartement-49882225-oeverpad-566/,350.0,3,1068 PM,4,Oeverpad 566,apartment
1988,77,http://www.funda.nl/koop/amsterdam/appartement-49884168-olof-palmeplein-141/,175.0,2,1025 WX,3,Olof Palmeplein 141,apartment
1939,35,http://www.funda.nl/koop/amsterdam/appartement-49808988-nieuwe-looiersdwarsstraat-7-i/,225.0,1,1017 TZ,2,Nieuwe Looiersdwarsstraat 7 -I,apartment
1905,78,http://www.funda.nl/koop/amsterdam/appartement-49747758-hemonystraat-64-hs/,500.0,2,1074 BT,3,Hemonystraat 64 hs,apartment
1968,56,http://www.funda.nl/koop/amsterdam/appartement-49743629-het-hoogt-34/,150.0,1,1025 HA,2,Het Hoogt 34,apartment
1999,94,http://www.funda.nl/koop/amsterdam/appartement-49734614-ladogameerhof-74/,235.0,2,1060 PJ,3,Ladogameerhof 74,apartment
1930,90,http://www.funda.nl/koop/amsterdam/appartement-49748387-meeuwenlaan-209-a/,280.0,3,1021 JE,5,Meeuwenlaan 209 A,apartment
1912,61,http://www.funda.nl/koop/amsterdam/appartement-49857627-borneostraat-36-c/,300.0,2,1094 CL,3,Borneostraat 36 C,apartment
2004,90,http://www.funda.nl/koop/amsterdam/appartement-49860439-wolbrantskerkweg-76-e/,219.0,2,1069 DA,3,Wolbrantskerkweg 76 E,apartment
2004,79,http://www.funda.nl/koop/amsterdam/appartement-49855826-lederambachtstraat-252/,175.0,2,1069 HM,3,Lederambachtstraat 252,apartment
1969,91,http://www.funda.nl/koop/amsterdam/appartement-49868979-hoogoord-137/,150.0,3,1102 CG,4,Hoogoord 137,apartment
1957,66,http://www.funda.nl/koop/amsterdam/appartement-49860514-adriaan-kluitstraat-6-i/,174.5,3,1065 XS,4,Adriaan Kluitstraat 6 -I,apartment
1927,58,http://www.funda.nl/koop/amsterdam/appartement-49869222-hoofdweg-339-h/,250.0,1,1056 CN,2,Hoofdweg 339 -H,apartment
1905,57,http://www.funda.nl/koop/amsterdam/appartement-49861297-eerste-atjehstraat-130-2/,250.0,2,1094 KT,3,Eerste Atjehstraat 130 2,apartment
1940,58,http://www.funda.nl/koop/amsterdam/appartement-49818652-trouringhstraat-18-2/,225.0,2,1055 HB,3,Trouringhstraat 18 2.,apartment
1930,110,http://www.funda.nl/koop/amsterdam/appartement-49863623-crynssenstraat-57-iii/,550.0,2,1058 XV,3,Crynssenstraat 57 -III,apartment
1968,111,http://www.funda.nl/koop/amsterdam/appartement-49818942-mensinge-56/,330.0,2,1083 HE,3,Mensinge 56,apartment
1978,92,http://www.funda.nl/koop/amsterdam/appartement-85272334-leusdenhof-386/,184.5,3,1108 DW,5,Leusdenhof 386,apartment
1925,72,http://www.funda.nl/koop/amsterdam/appartement-49819051-kamperfoelieweg-120/,195.0,2,1032 HS,3,Kamperfoelieweg 120,apartment
1968,98,http://www.funda.nl/koop/amsterdam/appartement-49818296-nachtwachtlaan-317/,300.0,2,1058 EL,3,Nachtwachtlaan 317,apartment
1928,51,http://www.funda.nl/koop/amsterdam/appartement-85274692-cooperatiehof-26-2/,265.0,2,1073 JR,3,Coöperatiehof 26 2,apartment
2005,95,http://www.funda.nl/koop/amsterdam/appartement-85274445-spaarndammerstraat-111-r/,430.0,2,1013 TD,3,Spaarndammerstraat 111 R,apartment
1985,55,http://www.funda.nl/koop/amsterdam/appartement-49811949-hildebrandstraat-64/,235.0,1,1053 WB,2,Hildebrandstraat 64,apartment
1910,70,http://www.funda.nl/koop/amsterdam/appartement-49811426-fannius-scholtenstraat-42-hs/,350.0,2,1051 EZ,3,Fannius Scholtenstraat 42 hs,apartment
1930,61,http://www.funda.nl/koop/amsterdam/appartement-49810517-woestduinstraat-57-i/,295.0,2,1058 TB,3,Woestduinstraat 57 -I,apartment
1934,52,http://www.funda.nl/koop/amsterdam/appartement-49810958-ferguutstraat-9-hs/,215.0,1,1055 SW,2,Ferguutstraat 9 hs,apartment
1983,100,http://www.funda.nl/koop/amsterdam/appartement-49819163-westbroekstraat-13/,197.5,4,1107 KB,5,Westbroekstraat 13,apartment
2007,80,http://www.funda.nl/koop/amsterdam/appartement-85253150-eva-besnyostraat-379/,259.0,3,1087 LG,4,Eva Besnyöstraat 379,apartment
1893,140,http://www.funda.nl/koop/amsterdam/appartement-85251115-anjeliersstraat-177-i/,749.0,4,1015 NG,5,Anjeliersstraat 177 I,apartment
1928,165,http://www.funda.nl/koop/amsterdam/appartement-49899649-raphaelstraat-12-ii/,1.2,2,1077 PS,3,Raphaëlstraat 12 II,apartment
1890,146,http://www.funda.nl/koop/amsterdam/appartement-49895294-rapenburgerstraat-167-h/,950.0,2,1011 VM,6,Rapenburgerstraat 167 H,apartment
1886,54,http://www.funda.nl/koop/amsterdam/appartement-49896758-eerste-schinkelstraat-2-a1/,295.0,1,1075 TX,2,Eerste Schinkelstraat 2 a1.,apartment
1906,118,http://www.funda.nl/koop/amsterdam/appartement-49894701-herengracht-108-m/,895.0,2,1015 BT,3,Herengracht 108 M,apartment
1937,50,http://www.funda.nl/koop/amsterdam/appartement-85240552-ten-katestraat-15-2/,225.0,1,1053 BV,2,Ten Katestraat 15 2,apartment
1966,35,http://www.funda.nl/koop/amsterdam/appartement-85257656-van-nijenrodeweg-820/,149.5,1,1082 JL,2,Van Nijenrodeweg 820,apartment
1906,121,http://www.funda.nl/koop/amsterdam/appartement-85249740-haarlemmerdijk-28-boven/,719.0,4,1013 JD,6,Haarlemmerdijk 28 Boven,apartment
1910,103,http://www.funda.nl/koop/amsterdam/appartement-85249663-gerard-doustraat-1-a-iii/,590.0,2,1072 VG,3,Gerard Doustraat 1 A III,apartment
2004,88,http://www.funda.nl/koop/amsterdam/appartement-85257808-burgemeester-roellstraat-570/,200.0,2,1067 XW,3,Burgemeester Röellstraat 570,apartment
1911,186,http://www.funda.nl/koop/amsterdam/appartement-49888830-houtmankade-76-hs/,795.0,3,1013 NA,4,Houtmankade 76 -hs,apartment
1939,166,http://www.funda.nl/koop/amsterdam/appartement-49881000-courbetstraat-26-iii-iv/,710.0,4,1077 ZV,5,Courbetstraat 26 /III+IV,apartment
1906,93,http://www.funda.nl/koop/amsterdam/appartement-49882642-dusartstraat-31-iii-iv/,550.0,2,1072 HN,3,Dusartstraat 31 III-IV,apartment
1958,30,http://www.funda.nl/koop/amsterdam/appartement-49881055-harry-koningsbergerstraat-134/,114.0,1,1063 AE,1,Harry Koningsbergerstraat 134,apartment
1906,140,http://www.funda.nl/koop/amsterdam/appartement-49880672-kanaalstraat-111-ii/,769.0,3,1054 XC,4,Kanaalstraat 111 -II,apartment
2006,82,http://www.funda.nl/koop/amsterdam/appartement-85243683-ruyschstraat-87-g/,500.0,2,1091 BX,3,Ruyschstraat 87 G,apartment
1900,214,http://www.funda.nl/koop/amsterdam/appartement-49886315-cornelis-schuytstraat-50-1-3/,1.995,4,1071 JL,5,Cornelis Schuytstraat 50 1-3,apartment
1906,81,http://www.funda.nl/koop/amsterdam/appartement-49882871-de-wittenstraat-76-hs/,480.0,2,1052 BA,3,De Wittenstraat 76 hs,apartment
2005,85,http://www.funda.nl/koop/amsterdam/appartement-49825450-van-beuningenstraat-194-b/,398.0,2,1051 XZ,3,Van Beuningenstraat 194 -B,apartment
2016,45,http://www.funda.nl/koop/amsterdam/appartement-49825119-troelstralaan-255-b/,169.5,2,1067 MX,3,Troelstralaan 255 B,apartment
1911,43,http://www.funda.nl/koop/amsterdam/appartement-49814451-overamstelstraat-24-ii-voor/,225.0,1,1091 TP,2,Overamstelstraat 24 II-Voor,apartment
1880,170,http://www.funda.nl/koop/amsterdam/appartement-49882830-weesperzijde-5-bv/,1.195,2,1091 EA,4,Weesperzijde 5 bv,apartment
2016,32,http://www.funda.nl/koop/amsterdam/appartement-49825123-troelstralaan-253-d/,129.0,1,1067 MX,2,Troelstralaan 253 D,apartment
